,신문사url,기사타이틀,기사url,요약기사
64,http://news.jtbc.joins.com/,"[발품뉴스] ""살 사람이 없다""…자영업 중고품 '무너진 흔적들'",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=437&aid=0000278516,"코로나 때문에 폐업 관련 업체만 호황이란 말이 나오던 때가 있었는데, 요즘은 그것도 아니라고 합니다. 코로나 사태가 길어지면서 폐업 업체도 모두 문 닫게 생긴 건데요. 도미노처럼 무너지고 있는 자영업의 현실..."
65,http://www.khan.co.kr/,수능 앞으로 한 달…합격 비는 마음 [포토뉴스],https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=032&aid=0003104259,2022학년도 대학수학능력시험을 한 달여 앞둔 17일 서울 조계사 앞마당에 합격을 기원하는 촛불들이 밝혀져 있다.
66,http://www.etnews.com/,[카드뉴스]청년세대 맞춤 '금융사기 예방법',https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=030&aid=0002975933,성인이 되면서 늘어난 자유만큼 주의해야 할 부분이 바로 부족한 금융 관련 지식으로 인한 금융사기다. 사소한 실수나 잘못된 결정으로 심각한 경제손실을 가져오는 금융사기. 청년세대라면 반드시 알아두어야 할 피해...
67,http://ch1.tbroad.com/,"[Btv 부산뉴스]추위에 강풍까지, 17일 아침 10도 이상 떨어져",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=057&aid=0001614559,기상청은 이번 추위는 18일까지 이어질것으로 내다봤습니다. 이후 북서쪽으로부터 대륙 고기압이 확장하면서 20일 한차례 더 추위가 찾아올 것으로 예상했습니다. B tv 뉴스 박재한입니다.
68,http://www.mbn.co.kr/,[뉴스추적] '불꽃' 튀는 첫 맞수토론…숨은 전략은?,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=032&aid=0003104258,"국민의힘은 어제저녁 첫 맞수토론이 있었는데, 상당히 치열했습니다. 핵심만 정치부 안보람 기자와 짚어보겠습니다. 【 질문 1 】 어제 토론회는 특히 윤석열-홍준표 두 후보 간 도덕성 싸움이 치열했죠? 【 기자 】..."
69,http://www.newspim.com/,[오늘의 정치뉴스] 10월 18일(월) 조간 리뷰,,"[수원=뉴스핌] 사진공동취재단 = 이재명 경기도지사가 지난해 10월 20일 경기도 수원시 팔달구 경기도청에서... 2020.10.20 photo@newspim.com <주요 헤드라인 뉴스> 이재명 ""野 의도와 결과 다를 것...국감 출석, 떳떳하게 진실..."
70,http://www.khan.co.kr/,한파 속 ‘위드 코로나’ 풍경 미리 보기 [포토뉴스],,단계적 일상회복 전 마지막 거리 두기 시행을 하루 앞둔 17일 기록적인 가을 한파에도 시민들이 두꺼운 옷을 걸치고 서울 명동 거리를 걷고 있다. 일상회복에 대한 기대감으로 명동 거리는 모처럼 활기를 띠었다.
71,http://www.busan.com/,"[해양수산 뉴스]' 해양생명소재 믿고 쓰세요'…해양바이오뱅크, ISO인증 추가획득 外",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=082&aid=0001123530,해양미세조류 배양 모습. 해수부 제공 해양수산부는 해양생물에서 유용한 소재를 추출해 기업과 연구기관 등에 분양하는 해양바이오뱅크의 모든 자원 소재에 대해 국제표준화기구(ISO)의 품질관리 분야 인증을...
72,http://www.yonhapnewstv.co.kr/,[뉴스초점] 10월 한파에 서울 첫 얼음…67년 만에 가장 추운 가을,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=103&oid=422&aid=0000509527,"10월 중순에 때 이른 한파가 찾아왔습니다. 서울은 67년 만에 가장 추운 가을을 맞았고, 올가을 첫 얼음도 관측됐습니다. 자세한 한파 상황과 전망을 김동혁 기상전문기자와 알아보겠습니다. <질문 1> 갑자기 날씨가..."
73,http://tv.chosun.com/,"[뉴스7 취재후 Talk] 코로나와의 ""불편한 동거""…우리는 준비돼 있나?",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=448&aid=0000341585,"국내에서 코로나 첫 환자가 발생한 지 21개월째입니다. 우리는 코로나와 싸웠지만 완전한 제로를 만들지는 못했죠. 이제 우리는 코로나와 함께 할 준비가 돼있을까요? 김부겸 / 총리(지난 13일) ""단계적 일상 회복의 여정을..."
74,http://tv.chosun.com/,10월 18일 '뉴스 퍼레이드' 클로징,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=448&aid=0000341640,10월 18일 '뉴스 퍼레이드' 클로징
75,http://ch1.tbroad.com/,"[Btv 부산뉴스]남구, 민족대표 33인 '홍암 나인협' 기념사업 추진",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=004&oid=056&aid=0011138841,올해중으로 국립일제강제동원 역사관 부근의 당곡공원에 설치할 계획입니다. 한편 정부는 선생이 눈을 감은지 10년이 지난 1962년 그에게 건국훈장 대통령장을 추서했습니다. B tv 뉴스 김석진 입니다. 영상 취재 박선녕
76,http://news.kbs.co.kr/,[뉴스9 헤드라인],https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=052&aid=0001653628,64년 만에 10월 중순 최저기온…한라산엔 상고대 오늘 아침 서울은 1.3도로 10월 중순으로는 64년 만에 가장 낮았습니다. 설악산 등 전국 곳곳이 영하로 떨어졌는데 올 가을 첫 얼음이 관측됐습니다. 한라산에는 상고대가...
77,http://www.ytn.co.kr/,[뉴스라이브] 오늘부터 마지막 거리두기...달라지는 점 Q&A,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=055&aid=0000927616,"■ 진행 : 김선영 앵커, 김대근 앵커 ■ 출연 : 류재복 / 해설위원, 김경우 / 서울백병원 가정의학과 교수 * 아래 텍스트는 실제 방송 내용과 차이가 있을 수 있으니 보다 정확한 내용은 방송으로 확인하시기 바랍니다. [앵커]..."
78,http://news.sbs.co.kr/,오늘의 주요뉴스,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=448&aid=0000341631,"1. 서울이 64년 만의 최저 기온으로 첫얼음이 어는 등 전국 곳곳이 영하의 기온으로 뚝 떨어졌습니다. 추위는 내일(18일) 아침까지 이어지다 잠시 주춤한 뒤, 수요일부터 다시 추워질 것으로..."
79,http://ch1.tbroad.com/,[Btv 부산뉴스]부산항만공사 ‘체험형 청년인턴’12명 채용,,"부산항만공사가 청년층 직무체험 기회 제공 등을 위해 15일부터 체험형 청년인턴 12명에 대한 공개채용에 나섰습니다. 만 34세 이하 청년을 대상으로 하는 이번 인턴 채용은 정규직 채용과 마찬가지로 서류, 필기..."
80,http://tv.chosun.com/,10월 18일 '뉴스 퍼레이드' 오프닝,,1. 대장동 개발 의혹의 핵심 인물로 꼽히는 남욱 변호사가 2시간 반 전인 새벽 5시쯤 인천공항을 통해 귀국했습니다. 취재진의 질문에 죄송하다는 말만 남긴 남변호사는 도착 직후 곧바로 검찰에 체포됐습니다. 2. 민주당...
81,http://www.kwnews.co.kr/,[포토뉴스]셀프주유소 북적,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=087&aid=0000864422,"강원지역 평균 휘발유 가격이 ℓ당 1,723.28원으로 7년 만에 최고 수준을 보이고 있다. 17일 도내 한 셀프주유소에서 1,600원대에 휘발유가 판매돼 차량들이 북적이고 있다."
82,http://imnews.imbc.com/,뉴스데스크 클로징,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=214&aid=0001154275,◀ 앵커 ▶ 오늘 밤 따뜻하게 보내시기 바랍니다. 일요일 뉴스데스크 마칩니다. 고맙습니다.
83,http://www.yeongnam.com/,[포토뉴스] 가을 인증샷 '찰칵',https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=052&aid=0001653423,쌀쌀한 가을 날씨를 보인 16일 대구 북구 하중도를 찾은 나들이객들이 분홍빛으로 변해가는 댑싸리 사이에서 즐거운 시간을 보내고 있다. 댑싸리는 명아줏과에 속하는 일년생 초본식물로 흔히 코키아라고 불린다. 과거...
84,http://www.ytn.co.kr/,"[자막뉴스] ""중국산은 이제..."" 국산 김치의 이유 있는 인기",https://sports.news.naver.com/news.nhn?oid=421&aid=0005661461,한국 문화에 대한 관심과 건강에 좋다는 인식에 김치 수출이 크게 늘고 있습니다. 반면 '알몸 김치 동영상' 여파로 99% 이상 중국에서 들어오는 김치 수입은 크게 줄었습니다. 보도에 이지은 기자입니다. [기자] 지난해 사상...
85,http://www.yeongnam.com/,[포토뉴스] 겨울옷 입은 가을,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=057&aid=0001614726,"대구 아침 최저기온이 3.7℃까지 떨어진 17일 중구 동성로를 찾은 시민들이 저마다의 방법으로 추위를 피하며 나들이를 즐기고 있다. 대구지방기상청은 ""18일 최저기온은 1℃로 예상되며, 모레는 기온이 잠깐 올랐다가..."
86,http://ch1.tbroad.com/,"[Btv 부산뉴스][포토뉴스] 서구, 소외계층 마지막길...공영장례 엄수",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=421&aid=0005662167,"서구는 지난 14일, 출생 미상 고아로 아동복지시설에서 지낸 뒤 퇴소 후 사고로 시각장애을 안고 힘든 삶을 살다 쓸쓸하게 길 위에서 생을 마친 50대 남성에 대해 공영장례를 엄수했습니다. 빈소에는 서구청 간부 공무원과..."
87,http://www.bbsfm.co.kr/,10/18(월) BBS TV 뉴스 전체 영상,,"R1. 호국성지 표충사에서 ""국난극복""...동남아 불자 동참 R1-1.<삼보사찰 108 천리순례 18일간의 대장정 회향> -오후5시,밤 10시용 R2. 108 천리순례단 '사명대사의 길'을 걷다 ST1.<개산 1219주년 해인사, 역대 조사..."
88,http://news1.kr/,[뉴스1 PICK] 끝까지 뻔뻔했던 '쌍둥이 자매'의 출국길,,학교폭력 논란으로 무기한 출장정지를 받아 국내 무대에서 사실상 퇴출당한 이재영·이다영 쌍둥이 자매가 16일 오후 부모님과 함께 인천국제공항에 도착했다. 이날 함께 공항을 찾은 둘의 어머니 김경희씨는...
89,http://www.mbn.co.kr/,10월 18일 굿모닝 MBN 주요뉴스,,"▶ '대장동 핵심' 남욱 귀국…공항서 긴급체포 대장동 의혹의 핵심 인물이자 천화동인 4호 소유주인 남욱 변호사가 오늘 새벽 인천공항을 통해 귀국했습니다. 남 변호사는 취재진의 질문에 ""죄송하다""는 한 마디만 남긴 채..."
90,http://news1.kr/,[뉴스1 PICK] 확진자 하향세…내일부터 수도권 8명 모임 가능,,질병관리청 중앙방역대책본부는 17일 0시 기준 신종 코로나바이러스 감염증(코로나19) 신규 확진자가 1420명 발생했다고 밝혔다. 지난 9일 1000명대로 내려온 이후 9일째 1000명대를 유지하고 있다. 전날(16일)...
